CÓDIGOS,TÍTULOS CONTÁBEIS,ATRIBUTOS,E,conta
1.4.2.33.00.00-1,BANCO CENTRAL - RECOLHIMENTOS OBRIGATÓRIOS,,158,1423300001
1.4.2.33.10.00-8,Depósitos de Poupança,,-,1423310008
1.4.2.33.99.00-5,Outros,,-,1423399005
1.4.2.35.00.00-7,BANCO CENTRAL - OUTROS DEPÓSITOS,,158,1423500007
1.4.2.40.00.00-1,BANCOS OFICIAIS - DEPÓSITOS VINCULADOS A CONVÊNIO,,158,1424000001
1.4.2.60.00.00-9,SFH - FGTS A RESSARCIR,,158,1426000009
1.4.2.65.00.00-4,SFH - FUNDO DE COMPENSAÇÃO DE VARIAÇÕES SALARIAIS,,158,1426500004
1.4.2.65.10.00-1,Com Opção pela Novação,,-,1426510001
1.4.2.65.20.00-8,Sem Opção pela Novação,,-,1426520008
1.4.2.80.00.00-7,CRÉDITO RURAL - PROAGRO A RECEBER,,158,1428000007
1.4.3.00.00.00-2,Repasses Interfinanceiros,,-,1430000002
1.4.3.10.00.00-1,DEVEDORES POR REPASSES DE RECURSOS DO CRÉDITO RURAL,,158,1431000001
1.4.3.10.10.00-8,Cooperativas de Crédito Rural,,-,1431010008
1.4.3.10.99.00-5,Outras Instituições,,-,1431099005
1.4.3.20.00.00-0,DEVEDORES POR REPASSES DE RECURSOS EXTERNOS,,158,1432000000
1.4.3.60.00.00-6,DEVEDORES POR REPASSES A AGENTES FINANCEIROS,,158,1436000006
1.4.3.90.00.00-3,DEVEDORES POR REPASSES DE OUTROS RECURSOS,,158,1439000003
1.4.4.00.00.00-9,Relações com Correspondentes,,-,1440000009
1.4.4.10.00.00-8,CORRESPONDENTES NO EXTERIOR EM MOEDA NACIONAL,,141,1441000008
1.4.4.30.00.00-6,CORRESPONDENTES NO PAÍS,,142,1443000006
1.4.5.00.00.00-6,"Recursos Transferidos para Bancos Cooperativos, Confederações ou Cooperativas Centrais",,-,1450000006
1.4.5.10.00.00-5,RECURSOS TRANSFERIDOS - CENTRALIZAÇÃO FINANCEIRA,,158,1451000005
1.4.5.15.00.00-0,RECURSOS TRANSFERIDOS - DEPÓSITOS DE POUPANÇA LIVRES PESSOAS NATURAIS,,158,1451500000
1.4.5.20.00.00-4,RECURSOS TRANSFERIDOS - DEPÓSITOS DE POUPANÇA LIVRES PESSOAS JURÍDICAS,,158,1452000004
1.4.5.27.00.00-5,RECURSOS TRANSFERIDOS - DEPÓSITOS DE POUPANÇA RURAL,,158,1452700005
1.4.5.27.10.00-2,Recursos Transferidos - Depósitos de Poupança Rural Pessoas Naturais,,-,1452710002
1.4.5.27.20.00-9,Recursos Transferidos - Depósitos de Poupança Rural Pessoas Jurídicas,,-,1452720009
1.4.5.95.00.00-2,RECURSOS TRANSFERIDOS - OUTROS DEPÓSITOS DE POUPANÇA,,158,1459500002
1.4.5.99.00.00-4,RECURSOS TRANSFERIDOS - OUTROS,,158,1459900004
1.4.6.00.00.00-3,Créditos Vinculados a Operações Adquiridas em Cessão,,-,1460000003
1.4.6.10.00.00-2,DE OPERAÇÕES DE CRÉDITO,,158,1461000002
1.4.6.15.00.00-7,DE OPERAÇÕES DE ARRENDAMENTO,,158,1461500007
1.4.6.20.00.00-1,DE OUTRAS OPERAÇÕES COM CARACTERÍSTICAS DE CONCESSÃO DE CRÉDITO,,158,1462000001
1.4.6.25.00.00-6,DE TRANSAÇÕES DE PAGAMENTO,,158,1462500006
1.4.6.30.00.00-0,DE VALORES A RECEBER RELATIVOS A TRANSAÇÕES DE PAGAMENTO,,158,1463000000
1.4.6.35.00.00-5,DE OUTROS ATIVOS FINANCEIROS,,158,1463500005
1.4.8.00.00.00-7,(+/-) Ajuste de Hedge de Valor Justo,,-,1480000007
1.4.8.30.00.00-4,(+/-) REPASSES INTERFINANCEIROS,,158,1483000004
1.4.8.90.00.00-8,(+/-) DEMAIS,,158,1489000008
1.4.9.00.00.00-4,(-) Provisão Para Perdas Associadas a Risco de Crédito,,-,1490000004
1.4.9.40.00.00-0,(-) PERDAS INCORRIDAS ASSOCIADAS AO RISCO DE CRÉDITO,,158,1494000000
1.4.9.40.10.00-7,(-) Direitos Junto a Participantes de Sistema de Liquidação e de Arranjo de Pagamento,,-,1494010007
1.4.9.40.10.10-0,(-) Transações de Pagamento - Não Vinculado a Cessões,,-,1494010100
1.4.9.40.10.20-3,(-) Transações de Pagamento - Cedidas,,-,1494010203
1.4.9.40.10.30-6,(-) Transações de Pagamento - Adquiridas,,-,1494010306
1.4.9.40.10.90-4,(-) Outros Recebíveis Junto a Participantes de Sistemas de Liquidação e de Arranjo de Pagamentos,,-,1494010904
1.4.9.40.20.00-4,(-) Créditos Vinculados,,-,1494020004
1.4.9.40.30.00-1,(-) Repasses Interfinanceiros,,-,1494030001
1.4.9.40.40.00-8,(-) Relações com Correspondentes,,-,1494040008
1.4.9.40.50.00-5,"(-) Recursos Transferidos para Bancos Cooperativos, Confederações ou Cooperativas Centrais",,-,1494050005
1.4.9.40.60.00-2,(-) Créditos Vinculados a Operações Adquiridas em Cessão,,-,1494060002
1.4.9.60.00.00-8,(-) PERDAS ESPERADAS ASSOCIADAS AO RISCO DE CRÉDITO,,158,1496000008
1.4.9.60.10.00-5,(-) Direitos Junto a Participantes de Sistema de Liquidação e de Arranjo de Pagamento,,-,1496010005
1.4.9.60.10.10-8,(-) Transações de Pagamento - Não Vinculado a Cessões,,-,1496010108
1.4.9.60.10.20-1,(-) Transações de Pagamento - Cedidas,,-,1496010201
1.4.9.60.10.30-4,(-) Transações de Pagamento - Adquiridas,,-,1496010304
1.4.9.60.10.90-2,(-) Outros Recebíveis Junto a Participantes de Sistemas de Liquidação e de Arranjo de Pagamentos,,-,1496010902
1.4.9.60.20.00-2,(-) Créditos Vinculados,,-,1496020002
1.4.9.60.30.00-9,(-) Repasses Interfinanceiros,,-,1496030009
1.4.9.60.40.00-6,(-) Relações com Correspondentes,,-,1496040006
1.4.9.60.50.00-3,"(-) Recursos Transferidos para Bancos Cooperativos, Confederações ou Cooperativas Centrais",,-,1496050003
1.4.9.60.60.00-0,(-) Créditos Vinculados a Operações Adquiridas em Cessão,,-,1496060000
1.5.0.00.00.00-4,RELAÇÕES INTERDEPENDÊNCIAS,,-,1500000004
1.5.1.00.00.00-1,Recursos em Trânsito de Terceiros,,-,1510000001
1.5.1.50.00.00-6,PAGAMENTOS EM TRÂNSITO DE SOCIEDADES LIGADAS,,146,1515000006
1.5.1.60.00.00-5,PAGAMENTOS EM TRÂNSITO DE TERCEIROS,,146,1516000005
1.5.1.70.00.00-4,RECEBIMENTOS EM TRÂNSITO DE SOCIEDADES LIGADAS,,146,1517000004
1.5.1.80.00.00-3,RECEBIMENTOS EM TRÂNSITO DE TERCEIROS,,146,1518000003
1.5.1.80.10.00-0,Concessionários de Serviços Públicos,,-,1518010000
1.5.1.80.90.00-6,Outros,,-,1518090006
1.5.2.00.00.00-8,Transferências Internas de Recursos,,-,1520000008
1.5.2.10.00.00-7,CHEQUES E ORDENS A RECEBER,,158,1521000007
1.5.2.20.00.00-6,COBRANÇA PRÓPRIA EM TRÂNSITO,,144,1522000006
1.5.2.40.00.00-4,DEPENDÊNCIAS NO PAÍS,,147,1524000004
1.5.2.50.00.00-3,NUMERÁRIO EM TRÂNSITO,,,1525000003
1.6.0.00.00.00-7,OPERAÇÕES DE CRÉDITO,,-,1600000007
1.6.1.00.00.00-4,Empréstimos e Direitos Creditórios Descontados,,-,1610000004
1.6.1.10.00.00-3,ADIANTAMENTOS A DEPOSITANTES,,161,1611000003
1.6.1.10.01.00-2,Adiantamentos a Depositantes,,-,1611001002
1.6.1.10.01.10-5,Saldo Contratual,,-,1611001105
1.6.1.10.01.11-2,(+/-) Custos de Transação e Receitas Incluídos na TJEO,,-,1611001112
1.6.1.10.01.12-9,(-) Receitas Diferidas - TJEO Diferenciada,,-,1611001129
1.6.1.10.01.13-6,Custos de Transação Diferidos - TJEO Diferenciada,,-,1611001136
1.6.1.10.01.14-3,(+/-) Prêmio ou desconto,,-,1611001143
1.6.1.10.01.15-0,(+/-) Ajuste Valor Presente - Operações Reestruturadas,,-,1611001150
1.6.1.10.01.40-4,(-) Perda incorrida Associada ao Risco de Crédito,,-,1611001404
1.6.1.10.01.50-7,(-) Provisão Adicional,,-,1611001507
1.6.1.10.01.60-0,(-) Perda Esperada Associada ao Risco de Crédito,,-,1611001600
1.6.1.10.01.70-3,(+/-) Ajuste de hedge de valor justo,,-,1611001703
1.6.1.10.01.80-6,(+/-) Ajuste a Valor Justo,,-,1611001806
1.6.1.20.00.00-2,EMPRÉSTIMOS,,161,1612000002
1.6.1.20.01.00-1,Empréstimos,,-,1612001001
1.6.1.20.01.10-4,Saldo Contratual,,-,1612001104
1.6.1.20.01.11-1,(+/-) Custos de Transação e Receitas Incluídos na TJEO,,-,1612001111
1.6.1.20.01.12-8,(-) Receitas Diferidas - TJEO Diferenciada,,-,1612001128
1.6.1.20.01.13-5,Custos de Transação Diferidos - TJEO Diferenciada,,-,1612001135
1.6.1.20.01.14-2,(+/-) Prêmio ou Desconto,,-,1612001142
1.6.1.20.01.15-9,(+/-) Ajuste Valor Presente - Operações Reestruturadas,,-,1612001159
1.6.1.20.01.40-3,(-) Perda incorrida Associada ao Risco de Crédito,,-,1612001403
1.6.1.20.01.50-6,(-) Provisão Adicional,,-,1612001506
1.6.1.20.01.60-9,(-) Perda Esperada Associada ao Risco de Crédito,,-,1612001609
1.6.1.20.01.70-2,(+/-) Ajuste de hedge de valor justo,,-,1612001702
1.6.1.20.01.80-5,(+/-) Ajuste a Valor Justo,,-,1612001805
1.6.1.30.00.00-1,DIREITOS CREDITÓRIOS DESCONTADOS,,161,1613000001
1.6.1.30.01.00-0,Direitos Creditórios Descontados,,-,1613001000
1.6.1.30.01.10-3,Saldo Contratual,,-,1613001103
1.6.1.30.01.11-0,(+/-) Custos de Transação e Receitas Incluídos na TJEO,,-,1613001110
1.6.1.30.01.12-7,(-) Receitas Diferidas - TJEO Diferenciada,,-,1613001127
1.6.1.30.01.13-4,Custos de Transação Diferidos - TJEO Diferenciada,,-,1613001134
1.6.1.30.01.14-1,(+/-) Prêmio ou Desconto,,-,1613001141
1.6.1.30.01.15-8,(+/-) Ajuste Valor Presente - Operações Reestruturadas,,-,1613001158
1.6.1.30.01.40-2,(-) Perda incorrida Associada ao Risco de Crédito,,-,1613001402
1.6.1.30.01.50-5,(-) Provisão Adicional,,-,1613001505
1.6.1.30.01.60-8,(-) Perda Esperada Associada ao Risco de Crédito,,-,1613001608
1.6.1.30.01.70-1,(+/-) Ajuste de hedge de valor justo,,-,1613001701
1.6.1.30.01.80-4,(+/-) Ajuste a Valor Justo,,-,1613001804
1.6.2.00.00.00-1,Financiamentos,,-,1620000001
1.6.2.10.00.00-0,FINANCIAMENTOS,,162,1621000000
1.6.2.10.01.00-9,Financiamentos,,-,1621001009
1.6.2.10.01.10-2,Saldo Contratual,,-,1621001102
1.6.2.10.01.11-9,(+/-) Custos de Transação e Receitas Incluídos na TJEO,,-,1621001119
1.6.2.10.01.12-6,(-) Receitas Diferidas - TJEO Diferenciada,,-,1621001126
1.6.2.10.01.13-3,Custos de Transação Diferidos - TJEO Diferenciada,,-,1621001133
1.6.2.10.01.14-0,(+/-) Prêmio ou Desconto,,-,1621001140
1.6.2.10.01.15-7,(+/-) Ajuste Valor Presente - Operações Reestruturadas,,-,1621001157
1.6.2.10.01.40-1,(-) Perda incorrida Associada ao Risco de Crédito,,-,1621001401
1.6.2.10.01.50-4,(-) Provisão Adicional,,-,1621001504
1.6.2.10.01.60-7,(-) Perda Esperada Associada ao Risco de Crédito,,-,1621001607
1.6.2.10.01.70-0,(+/-) Ajuste de hedge de valor justo,,-,1621001700
1.6.2.10.01.80-3,(+/-) Ajuste a Valor Justo,,-,1621001803
1.6.2.15.00.00-5,FINANCIAMENTOS A AGENTES FINANCEIROS,,162,1621500005
1.6.2.15.01.00-4,Financiamentos a Agentes Financeiros,,-,1621501004
1.6.2.15.01.10-7,Saldo Contratual,,-,1621501107
1.6.2.15.01.11-4,(+/-) Custos de Transação e Receitas Incluídos na TJEO,,-,1621501114
1.6.2.15.01.12-1,(-) Receitas Diferidas - TJEO Diferenciada,,-,1621501121
1.6.2.15.01.13-8,Custos de Transação Diferidos - TJEO Diferenciada,,-,1621501138
1.6.2.15.01.14-5,(+/-) Prêmio ou Desconto,,-,1621501145
1.6.2.15.01.15-2,(+/-) Ajuste Valor Presente - Operações Reestruturadas,,-,1621501152
1.6.2.15.01.40-6,(-) Perda incorrida Associada ao Risco de Crédito,,-,1621501406
1.6.2.15.01.50-9,(-) Provisão Adicional,,-,1621501509
1.6.2.15.01.60-2,(-) Perda Esperada Associada ao Risco de Crédito,,-,1621501602
1.6.2.15.01.70-5,(+/-) Ajuste de hedge de valor justo,,-,1621501705
1.6.2.15.01.80-8,(+/-) Ajuste a Valor Justo,,-,1621501808
1.6.2.20.00.00-9,FINANCIAMENTOS À EXPORTAÇÃO,,162,1622000009
1.6.2.20.01.00-8,Financiamentos a Exportação,,-,1622001008
